ID_hecho,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Cruce,Dirección Normalizada,COMUNA,XY (CABA),Longitud,Latitud,PARTICIPANTES,VICTIMA,ACUSADO
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,LADINES,SAN MARTIN AV. y LADINES,11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO
2016-0142,1,2016-11-05,2016,11,5,23:30:00,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0144,1,2016-11-07,2016,11,7,12:10:00,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",Sin información,"BROWN, ALTE. AV. 984",4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0145,1,2016-11-07,2016,11,7,20:56:00,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO
2016-0146,1,2016-11-09,2016,11,9,20:00:00,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,Sin información,GARMENDIA AV. 4895,15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,Point (103130.82393478 103817.27945358),-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",Sin información,"PAZ, GRAL. AV. 15200",8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16,MADERO 900,CALLE,MADERO,Sin información,MADERO 900,10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0157,1,2016-12-03,2016,12,3,06:40:00,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",Sin información,"JUSTO, JUAN B. AV. 5645",11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO
2016-0161,1,2016-12-06,2016,12,6,07:22:00,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0162,1,2016-12-07,2016,12,7,05:00:00,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",FOREST AV.,"LACROZE, FEDERICO AV. y FOREST AV.",15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO
2016-0163,1,2016-12-10,2016,12,10,07:30:00,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO
2016-0164,1,2016-12-11,2016,12,11,06:16:00,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,"BALBIN, RICARDO, DR. AV.","NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",Sin información,"PAZ, GRAL. AV. 4500",12,Point (96082.96647324 107261.96873833),-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,PASEO COLON AV.,BELGRANO AV. y PASEO COLON AV.,1,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4,ARENALES 3319,CALLE,ARENALES,Sin información,ARENALES 3319,14,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",ACHUPALLAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,Point (99757.62471161 102105.99371863),-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",BONPLAND,"CABRERA, JOSE A. y BONPLAND",14,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,"TABORDA, DIOGENES","TRAFUL y TABORDA, DIOGENES",4,Point (104914.66823035 97637.72796868),-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",Sin información,"IRIARTE, GRAL. AV. 3055",4,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin información,AUTOPISTA 25 DE MAYO KM. 8.3,1,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",14,Point (103145.91571023 105359.30690018),-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,LIBERTAD,SARMIENTO y LIBERTAD,1,Point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,Sin información,RIVADAVIA AV. 7121,7,Point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,Sin información,CASEROS AV. 1429,1,Point (107333.53318866 99701.77552382),-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.","GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,Sin información,GODOY CRUZ 2651,14,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",Sin información,"FERNANDEZ MORENO, BALDOMERO 2186",7,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",Sin información,"LUGONES, LEOPOLDO AV.",14,Point (. .),.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6,NOGOYA 5940,CALLE,NOGOYA,Sin información,NOGOYA 5940,10,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,8,Point (99648.31069819 95261.11808541),-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin información,Sin información,9,Point (. .),.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Sin información,Sin información,7,Point (. .),.,.,AUTO-AUTO,AUTO,AUTO
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,4,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,Sin información,DE LOS CONSTITUYENTES AV. 4900,12,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,1,Point (107271.27725903 103337.46347012),-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,1,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,1,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Sin información,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13,NUEVA YORK  3696,CALLE,NUEVA YORK,Sin información,NUEVA YORK 3696,11,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,3,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,Point (107498.83241886 102238.54924157),-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Sin información,FRAY JUSTO SANTAMARIA DE ORO 1930,14,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,3,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,4,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",4,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,Sin información,24 DE NOVIEMBRE 390,3,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",14,Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,NU?EZ,CABILDO AV. y NUÃ‘EZ,13,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",Sin información,"BONIFACIO, JOSE 2114",7,Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Sin información,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,Point (106103.99852157 101567.67895783),-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4,Point (105750.92237188 97579.79677541),-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,1,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,13,Point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,PORTELA,DIRECTORIO AV. y PORTELA,7,Point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1,Point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,PIROVANO,USPALLATA y PIROVANO,4,Point (103948.02389064 98549.15451723),-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS
